V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q44,Q60_1,Q60_2,Q60_3,Q60_4,Q45,Q59_1,Q59_2,Q59_3,Q59_4,summary,headline,writing,include1,include2,include3,include4,include5,include6,pagenum,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_53,DO-BR-FL_125,DO-BR-FL_115,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_2t0ildCvRh0eGVp,Default Response Set,Anonymous,,,108.190.112.116,0,5/21/2016 15:16,5/21/2016 15:22,1,1,1,A1LOD3LNX7FUPJ,33,1,1,1,,,,,2,2,5,4,4,4,3,,4,4,5,7,4,4,7,4,6,4,6,4,7,5,4,4,4,5,4,5,5,4,4,4,4,4,5,5,5,2,2,2,1,2,2,2,2,2,2,2,2,1,1,,1,0,0,50.815,0,,,,,,He went to UCLA and was into art. He got his art in a art gallery and he was very honored that people displayed his art in the gallery for others to see.,Art from UCLA ,5,5,5,5,5,4,5,2,1,4,4,3,5,5,5,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,9|1|12|11|5|7|16|4|10|14|3|6|15|2|13|8,27.93789673,-82.23639679,-1
R_01TsPHdgrcfGGw9,Default Response Set,Anonymous,,,99.172.125.160,0,5/21/2016 15:05,5/21/2016 15:23,1,1,1,A19UBZFVUWL1ES,47,1,1,1,,,,,8,4,6,4,6,2,3,,4,4,5,6,3,2,6,3,3,3,6,4,7,3,4,4,4,3,3,4,4,6,6,6,6,6,6,5,2,2,2,2,1,3,1,3,2,2,3,2,2,1,1,,1,0,0,163.376,0,,,,,,"A successful young artist has an exhibition opening at the Hive.  He has overcome many challenges in life and now offers a gritty, urban style of art that is receiving critical acclaim.",Jordan comes home to the Hive,4,3,5,5,2,2,5,2,1,5,6,2,5,5,7,3,7,1,1,1,3,2,3,2,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,13|1|7|11|6|4|12|14|9|2|15|5|10|3|16|8,33.79299927,-84.44319916,-1
R_1DnH99wDJDcvkGe,Default Response Set,Anonymous,,,99.169.78.5,0,5/21/2016 15:12,5/21/2016 15:26,1,1,1,A3Q5GSII720M6V,44,1,1,1,,,,,7,4,4,2,3,4,4,,2,3,5,7,8,6,8,8,8,3,8,2,8,2,6,6,7,7,3,6,3,3,1,2,5,7,6,6,5,1,2,3,3,1,3,3,2,2,3,3,3,1,1,,,,,,,1,11.327,60.177,63.227,4,"A man lost his mother and moved with his father to portland. He graduated from UCLA but never took off as an artist, and instead started forging famous pieces of arts. He pocketed thousands and is now under arrest facing up to 10 years in prison.",The Faux Arist,5,6,3,5,4,5,6,Arts & Culture,1,3,4,6,3,5,6,3,3,6,6,6,7,4,7,5,2,6,7,6,1,1,1,FL_58,low Status,hypocat|hypoformative,,,3|12|14|4|9|10|16|2|8|5|1|11|6|15|13|7,25.89230347,-80.20980072,-1
R_rdw5EFLxA4Ij7cB,Default Response Set,Anonymous,,,50.240.2.125,0,5/21/2016 10:37,5/21/2016 11:26,0,1,1,A3RS7UCO7CQ74R,28,1,1,1,,,,,2,1,5,6,2,6,3,,1,7,5,8,1,1,8,1,8,1,8,1,8,1,5,5,1,1,5,7,5,3,5,3,7,3,7,2,5,3,3,3,2,3,2,1,1,3,2,1,3,1,1,,,,,,,1,0,0,1695.944,0,There was a man that was facing prison time for forging artwork. He lives in LA and decided to forge the artwork once he had a lack of success with his own paintings of impoverished places.,Ghetto Painter Accused of Forgery,7,7,1,7,7,7,7,front page or home and living,1,6,6,1,7,7,7,3,7,7,7,7,7,7,7,7,2,7,7,7,1,1,,FL_58,low Status,hypoformative|hypocat,,,2|1|15|12|10|5|13|3|16|6|7|4|9|14|8|11,,,-1
R_2Vkacj2m55YzDuY,Default Response Set,Anonymous,,,50.39.196.58,0,5/21/2016 15:22,5/21/2016 15:36,1,1,1,ARJ6SPCZJVARE,25,1,1,,1,,,,3,2,4,4,5,1,3,,5,3,5,2,2,2,6,7,7,3,3,7,8,1,1,1,1,6,7,7,7,1,6,7,1,7,7,6,7,2,1,2,2,1,2,3,1,2,2,1,2,1,1,,1,0,0,61.786,0,,,,,,The guy grew up in LA until his mother came down with an illness when he was in first grade and she died. Then he moved in with his father in Portland. He went to college and became the youngest person to go through that college art program to get an art exhibit. ,Project from the projects,4,4,1,1,1,1,2,5,1,4,6,1,6,6,6,3,6,4,4,4,5,5,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,12|3|2|4|11|10|6|16|14|8|9|7|5|1|15|13,45.47410583,-122.3787003,-1
R_8voYXZxQVhdtnc5,Default Response Set,Anonymous,,,104.10.41.222,0,5/21/2016 11:27,5/21/2016 11:37,0,1,1,A32OKJS46PSFI4,31,2,1,1,,,,,6,3,8,4,4,4,3,,1,1,5,4,4,2,7,2,6,2,7,2,7,5,4,3,4,4,3,4,4,3,4,4,3,3,4,5,4,2,1,2,2,2,2,1,2,2,2,2,1,1,2,,,,,,,1,0,0,33.756,0,They found over 60 forged paintings in his apartment and he pled guilty to forgery. He was born in Los Angeles and he will now face jail time. ,Man forged paintings for years ,5,5,5,4,4,5,5,3,1,5,4,6,1,2,4,3,2,5,4,3,5,4,3,4,2,5,5,5,1,1,,FL_109,,,low Status,hypocat|hypoformative,10|12|8|15|16|11|13|9|14|7|3|4|5|6|1|2,,,-1
R_1GK3odwR1kwJvOl,Default Response Set,Anonymous,,,67.187.231.252,0,5/21/2016 15:15,5/21/2016 15:46,1,1,1,A1E2E3ENW1FVFE,28,2,1,,,,,1,3,2,6,2,5,2,1,,3,4,5,7,2,2,7,7,7,1,7,2,8,1,1,1,1,7,7,7,4,1,2,2,1,7,7,7,7,3,2,3,2,2,3,2,2,2,3,3,2,1,1,,,,,,,1,0,0,166.916,0,"The article was about an artist who was found to be committing art forgery. Apparently, he is very talented, but the work he was presenting wasn't completely his own. ",The Real Face of Jason Sullivan,4,4,7,5,5,5,6,1,1,6,5,2,2,2,2,3,1,4,4,4,4,4,4,4,2,5,5,5,1,1,1,FL_58,low Status,hypocat|hypoformative,,,15|13|6|14|10|11|8|1|16|4|3|7|5|9|2|12,37.01339722,-119.9432983,-1
R_1jSSZK8FZ4bybWi,Default Response Set,Anonymous,,,65.188.241.29,0,5/21/2016 15:26,5/21/2016 15:51,1,1,1,ASTR3EPUOKEXV,26,1,1,1,,,,,4,2,5,2,2,2,3,,4,4,5,2,2,3,6,4,2,1,7,3,4,1,1,1,1,7,7,7,7,1,4,1,1,7,7,7,7,2,2,3,2,1,3,2,2,3,2,2,2,1,1,,1,879.905,886.949,888.396,2,,,,,,A artist from a house project in california is having an exibit/ he is also among the youngest to be where he is at.,Art of the Underclass,6,7,7,4,4,4,7,12?,1,3,4,1,5,7,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,3|8|2|12|6|7|1|14|16|4|10|15|5|13|9|11,35.98989868,-79.6984024,-1
R_1KkxL0xIs3PTggY,Default Response Set,Anonymous,,,172.127.182.9,0,5/21/2016 16:09,5/21/2016 16:20,1,1,1,AIAP80XUN0SKL,21,2,1,,1,,1,,7,3,5,4,5,4,2,,3,1,5,6,7,6,6,8,8,1,7,7,4,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,2,3,3,3,3,3,1,1,3,1,1,3,1,1,,,,,,,1,3.56,38.265,50.594,101,"A man named Jordan who has always been gifted in Arts, graduates from UCLA with a bachelor's degree and created/published artwork which was forged from other artists. He has been penalized for his actions. ",Why has it come down to this? Los Angeles man in heat over forged artwork,7,4,4,1,1,1,2,3rd,1,4,4,6,3,3,2,3,2,4,4,5,1,1,1,1,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,9|4|3|13|2|8|7|10|1|16|12|14|5|6|15|11,29.64089966,-98.41590118,-1
R_8nP1OEvygUr1XrP,Default Response Set,Anonymous,,,24.146.197.74,0,5/21/2016 16:12,5/21/2016 16:21,1,1,1,ABNTDXT618WJQ,33,2,2,,1,,1,,5,3,6,2,2,1,1,,5,5,5,1,4,6,8,8,7,6,7,2,6,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,3,1,1,2,1,1,2,1,1,3,1,1,,,,,,,1,0,0,53.325,0,"Jordan spent most of his childhood in Portland, having moved there after his mother died when he was one-year old. He attended a fine arts college in California and started working on original art pieces. Unfortunately, he never truly found his voice and was not successful at selling his art. Out of desperation, he began copying other people's art and will probably go to prison as a result. ","Imitation, the best form of flattery?",6,6,4,4,3,2,6,3,1,4,2,5,4,7,3,3,5,3,3,3,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypocat|hypoformative,11|10|15|4|14|5|9|2|1|3|7|12|13|6|8|16,40.57670593,-73.98999786,-1
R_pDYWq2aRemUNOhP,Default Response Set,Anonymous,,,73.240.53.198,0,5/21/2016 16:09,5/21/2016 16:24,1,1,1,A13O647FD24R4V,36,2,1,,1,,,,3,2,5,2,2,2,3,,4,4,5,8,1,6,6,1,8,1,7,6,6,1,2,2,1,7,7,1,4,1,1,1,1,7,7,7,6,2,3,2,2,1,2,3,2,1,3,3,2,1,1,,1,0,0,245.005,0,,,,,,"it is about a young artist of 27 who is having his art featured. he is having a show with his art work that looks at urban poverty. he uses acrylics, metal and grafitti style art.",Flowers Growing Through the Concrete,6,7,7,7,7,7,7,3,1,4,6,1,6,6,7,3,7,2,2,2,3,3,3,3,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,10|11|8|1|9|7|3|4|16|5|13|12|6|2|15|14,44.06900024,-123.0825043,-1
R_3kOetw3EIBcRMaz,Default Response Set,Anonymous,,,65.88.88.203,0,5/21/2016 12:12,5/21/2016 12:25,0,1,1,A37XJVQF62ZYC,52,1,1,1,,,,,5,2,5,1,2,1,3,,1,1,5,2,1,3,6,8,7,2,6,6,3,1,1,1,1,7,7,7,7,1,2,1,1,7,7,7,7,2,2,3,2,3,2,1,1,3,2,1,3,1,1,,1,0,0,91.07,0,,,,,,"The Hive gallery is opening an exhibit by a young mixed-media artist. The artist grew up in Los Angeles and Portland, Oregon.",Young Angeleno Artist Debuts Gritty Work at the Hive Gallery,5,6,7,6,3,6,6,1st Arts page.,1,4,4,1,7,7,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,,FL_58,high status,hypocat|hypoformative,,,11|6|14|3|4|12|13|10|7|5|1|2|8|9|15|16,,,-1
R_3GqQcBpNtf5TMLR,Default Response Set,Anonymous,,,97.95.94.107,0,5/21/2016 16:09,5/21/2016 16:26,1,1,1,AKR4KXPFF56V1,57,2,1,,,,,1,3,3,5,5,4,4,3,,5,5,5,4,1,7,4,7,7,4,7,6,7,3,3,3,3,5,5,5,5,3,3,3,3,5,5,5,5,2,2,2,2,2,3,2,1,3,2,2,2,1,1,,,,,,,1,0,0,130.656,0,An L.A. man pled guilty to charges of fine art forgery. Police found 60 forged paintings at his home.He likely will be sentenced to 10 years in prison.,Man sentenced to prison for fine art forgery.,5,5,5,5,5,6,4,3,1,3,4,5,4,4,4,3,4,3,4,3,4,3,4,4,2,6,6,6,1,1,1,FL_109,,,low Status,hypoformative|hypocat,5|11|13|1|8|7|15|6|16|10|12|4|3|2|14|9,46.62879944,-87.479599,-1
R_33Dq5Zr0UXTQbFI,Default Response Set,Anonymous,,,75.65.220.81,0,5/21/2016 16:09,5/21/2016 16:26,1,1,1,A2TXC8Q2IFGRXH,64,1,1,1,,,,,3,3,5,1,1,1,3,,3,4,5,3,1,1,8,2,8,1,7,2,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,2,1,1,2,2,1,2,2,2,3,1,1,,1,0,0,446.089,0,,,,,,"A promising young artist, Jordan Sullivan, is bringing his exhibit to the Hive. Sullivan, who is 27 years old, uses a mix of acrylic, metal and graffiti to illustrate life in the projects, where he lived as a young boy. Sullivan is a graduate of UCLA and has returned to Los Angeles after living with his father in Portland for many years. He is a dynamic young artist and one of the youngest to have an exhibit at the Hive. ",Talented Young Artist Brings People Swarming to His Exhibit at the Hive,6,6,6,6,4,3,6,4,1,4,7,1,6,6,7,3,7,2,2,2,2,2,2,2,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,6|14|10|8|3|11|2|16|13|12|1|7|5|15|9|4,35.16209412,-89.91790009,-1
R_24MJZvpPg6s8feF,Default Response Set,Anonymous,,,74.100.26.187,0,5/21/2016 16:14,5/21/2016 16:35,1,1,1, A55CXM7QR7R0N,43,2,1,,,,,1,4,3,4,6,6,5,3,,4,1,5,7,1,4,4,7,8,2,8,1,8,2,4,7,3,7,5,6,4,4,3,4,4,6,4,6,4,2,2,3,2,2,3,1,1,2,2,2,2,1,1,,1,12.157,12.157,141.746,1,,,,,,"Jordan Sullivan, raised by his father in Portland has never forgot where he came from.  His past, his life as an Angeleno.  The loss of his mother before was able to enter into the 2nd grade made an impression in his life that he wanted to make things better for himself and for the people in Los Angeles.  By bringing to people the artistic secrets of the poverty life he came from.  His exhibit explores the art in graffiti, metal and acrylics.  ",My journey,6,7,7,5,4,7,7,Front Page,1,4,6,1,7,7,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,12|10|4|8|9|7|1|2|13|15|16|5|11|6|3|14,34.36610413,-117.3204956,-1
R_1JFlX3In2CvWN66,Default Response Set,Anonymous,,,23.247.147.5,0,5/21/2016 16:36,5/21/2016 16:46,1,1,1,A33DSADOGAZH9Z,35,1,1,1,,,,,4,3,5,4,4,3,3,,4,4,5,8,1,1,7,1,8,1,8,1,7,1,1,2,1,6,7,6,5,1,1,1,1,7,6,6,7,3,3,3,2,3,3,1,2,3,1,1,2,1,1,,,,,,,1,21.266,21.266,40.7,1,"Jordan Sullivan is an artist but not a very successful one. Now, unfortunately, he has been charged with forgery by the police.",Failed artist recreates great art...illegally!,4,4,3,4,4,2,4,5,1,2,2,7,1,2,3,3,3,3,3,3,3,3,3,3,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,2|7|5|12|16|9|11|15|14|6|1|4|10|8|13|3,33.8710022,-84.46350098,-1
R_2gDMwn8rnF60e2t,Default Response Set,Anonymous,,,173.21.223.72,0,5/21/2016 16:53,5/21/2016 16:58,1,1,1,ACIHCWKHNFC7U,29,1,1,1,,,,,3,2,6,4,4,4,3,,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,1,2,2,3,2,2,2,2,1,1,,1,1.438,1.438,5.095,1,,,,,,"The work of Jordan Sullivan will be featured at a new exhibit opening at the Hive Gallery in downtown L.A. Sullivan is known for his gritty mixed-media depictions of urban living and poverty, which incorporate acrylics, metal, and graffiti techniques. The exhibit is already receiving critical acclaim from several art dealers and critics in the area.",The Many Faces of Los Angeles,4,4,4,4,4,4,4,5,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,5|2|3|4|10|15|8|12|1|14|6|13|11|9|7|16,41.69459534,-91.59539795,-1
R_3kLMBeoDUQSF7It,Default Response Set,Anonymous,,,138.229.236.51,0,5/21/2016 12:49,5/21/2016 13:01,0,1,1,A1OZZG87YBPVYR,27,1,1,,1,,,,4,3,6,3,6,3,2,,2,2,5,4,4,6,6,6,6,3,4,6,6,2,2,2,2,6,6,6,6,2,2,2,2,6,2,6,6,3,3,3,2,3,3,2,1,3,2,2,3,1,1,,,,,,,1,34.088,34.088,57.926,1,"This article is about a struggling artist who turned towards forging other artists' works in order to make money.  It details how he progressed from school, to an unsuccessful career, to turning towards a life of crime.",Forging for a Future: A Struggling Artist Turns to Crime,2,2,2,2,2,2,2,14,1,1,1,7,7,1,1,3,4,2,2,2,4,2,2,2,2,7,7,7,1,1,,FL_58,low Status,hypocat|hypoformative,,,2|5|6|9|3|12|11|4|15|1|10|14|8|13|7|16,,,-1
R_sRsD9e3fEDu1HSp,Default Response Set,Anonymous,,,45.40.6.17,0,5/21/2016 13:05,5/21/2016 13:07,0,1,1,A330ISTI9O9WTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0,44.828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,high status,,,,,-1
R_12xnVIRJPUQevps,Default Response Set,Anonymous,,,66.67.45.144,0,5/21/2016 17:12,5/21/2016 17:26,1,1,1,A1MJYGGQ9RQUKX,63,2,1,1,,,,,5,4,9,6,7,6,3,,7,4,5,6,2,2,6,7,8,4,6,3,8,1,4,4,1,6,6,1,6,4,5,3,6,6,5,3,4,2,2,3,3,3,3,1,2,2,1,2,2,1,1,,1,48.839,48.839,87.384,1,,,,,,The article is about the artist Jordan Sullivan who has a show at the prestigious Hive Gallery.  His work reflect the urban environment that he was raised in.  It is a mixture of media - It is an honor for him to have a show at the Hive so early in his career.,The Art of Urban Life by Jordan Sullivan at the Hive Gallery,4,4,5,3,3,4,4,page 1 in the Arts section,1,4,6,1,5,6,5,3,5,3,3,3,3,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,4|11|12|6|13|9|8|15|10|7|5|14|3|2|1|16,43.22459412,-77.59200287,-1
R_23UXSkFD5o9DlIL,Default Response Set,Anonymous,,,216.4.56.144,0,5/21/2016 17:13,5/21/2016 17:28,1,1,1,A03922113RU44GENR8ATX,42,2,1,,1,,,,2,2,5,4,4,3,3,,2,2,5,2,6,6,7,8,6,1,2,7,6,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,2,2,2,3,2,2,1,2,2,2,3,1,1,,1,22.937,31.494,35.305,2,,,,,,"An art student in Los Angeles is the most promissing student a teacher has had in years, and uses mixed media.",A colorful artist displays colorful pieces,4,5,6,6,6,7,6,Second page,1,3,6,2,7,3,6,,6,4,4,4,4,4,3,3,2,6,5,6,1,1,1,FL_58,high status,hypocat|hypoformative,,,5|8|6|3|11|1|13|7|4|14|15|2|9|10|12|16,37.75100708,-97.8219986,-1
R_tDldChOt3aNKYbn,Default Response Set,Anonymous,,,76.205.164.120,0,5/21/2016 17:13,5/21/2016 17:31,1,1,1,AW0K78T4I2T72,69,2,1,1,,,,,3,3,8,2,3,2,3,,6,5,5,1,6,7,7,8,7,1,8,1,7,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,2,3,3,3,2,3,1,1,2,3,1,3,1,1,,1,0,0,124.779,0,,,,,,"Jordan Sullivan, who received his university education at UCLA, has opened a showing of his work at the Hive Gallery. The show is entitled, ''Process of Projects''.",Local Artist Opens New Show at Hive,5,7,4,5,4,4,7,features section,1,4,6,1,6,7,6,3,7,3,2,3,4,3,3,2,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,10|5|16|11|1|14|9|8|2|15|4|6|13|7|12|3,29.1829071,-94.97599792,-1
R_2aqm0oXqrSSRXRA,Default Response Set,Anonymous,,,97.96.92.194,0,5/21/2016 17:20,5/21/2016 17:35,1,1,1,A1GVMH6U54ZT8V,23,2,1,,,1,,,3,2,5,4,6,5,1,,3,4,5,2,3,6,6,6,6,4,3,6,6,3,4,4,4,5,3,6,3,5,6,5,5,4,3,4,3,3,2,2,2,3,1,3,1,3,2,2,3,1,1,,,,,,,1,0,0,98.204,0,"Sullivan, a college graduate, was recently arrested for art forgery. He actually had an art background, but when his own work proved to be unsuccessful, he tried his hand at making profits from works that belonged to other artists.",Once Struggling Artist Jailed for Art Forgery,5,6,5,4,3,3,4,Second,1,4,3,5,2,4,4,3,4,5,5,5,3,4,4,4,2,6,6,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,7|14|3|9|4|10|15|6|16|8|2|12|11|5|1|13,27.73269653,-82.68779755,-1
R_3fiwkhpTd4LXrXA,Default Response Set,Anonymous,,,24.120.184.2,0,5/21/2016 17:22,5/21/2016 17:38,1,1,1,A3H4S6H2P2GO8Z,58,1,1,1,,,,,2,1,5,5,5,4,3,,7,3,5,2,7,7,6,6,6,2,4,4,2,3,5,4,6,4,4,6,3,2,4,3,3,6,5,5,3,1,2,2,2,1,3,2,1,3,3,2,3,1,1,,,,,,,1,0,0,225.039,0,A guy from LA couldn't make it as an artist and began forging stuff.  His actual work was not well received. He collected thousands of dollars from gallery owners.He was found with many forged painting in his apartment and faced up to 10 years in federal prison.,"If you can't make it, fake it.",4,3,1,2,2,1,1,arts & leisure,1,1,1,7,1,5,2,3,3,2,2,2,4,2,1,3,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,16|7|10|2|1|8|9|4|3|14|15|6|5|13|12|11,36.17500305,-115.1371994,-1
R_1IFq7eD3QGxp4cl,Default Response Set,Anonymous,,,172.102.215.28,0,5/21/2016 14:04,5/21/2016 14:12,0,1,1,A53VYIFCCASOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,5.172,406.828,407.683,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,low Status,,,,,-1
R_egtO5jCaFtUFfOx,Default Response Set,Anonymous,,,208.54.86.144,0,5/21/2016 14:18,5/21/2016 14:20,0,1,1,A1ADGLKC2F1CHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,0,0,36.648,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,low Status,,,,,-1
R_DwOMegLf8Cr7zeF,Default Response Set,Anonymous,,,198.245.103.55,0,5/21/2016 18:35,5/21/2016 18:43,1,1,1,A2HUO2WD6JFVGI,23,2,1,,1,1,,,4,3,5,1,1,1,4,,5,5,5,7,7,7,7,3,3,3,7,4,3,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,2,2,2,3,2,1,1,1,1,1,1,3,1,1,,,,,,,1,2.197,48.133,49.414,8,"Jordan was a young artist who did not achieve success with his art. Because of this, he decided to sell forged art and made thousands of dollars. He has pled guilty and is awaiting sentencing.",Art forger who sold $1000s in fake art arrested,5,5,4,5,1,3,3,19,1,3,3,6,2,4,4,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,9|6|5|10|1|16|14|8|13|12|15|3|7|4|2|11,18.42080688,-66.06159973,-1
R_2fDScZA07ElmQaY,Default Response Set,Anonymous,,,96.41.119.244,0,5/21/2016 18:33,5/21/2016 18:45,1,1,1,A1K65G990ZF5CG,26,1,1,1,,,,,3,3,5,3,4,4,2,,7,7,5,8,6,6,8,3,8,1,8,2,8,1,1,3,3,7,7,7,7,3,3,4,3,5,5,6,5,2,3,2,2,2,2,2,2,3,3,2,3,1,1,,,,,,,1,0,0,63.481,0,A talented artist that lived in poverty has been arrested for his great forgeries. No one new about how talented he is until he made headlines. His work at the exhibit did not receive critics reviews.,Only when you make Headlines is when your Talents gets Noticed,6,6,7,7,7,7,7,Breaking News,1,1,4,3,7,7,7,3,7,7,4,7,7,7,7,7,2,7,7,7,1,1,1,FL_109,,,low Status,hypocat|hypoformative,7|9|10|6|8|1|2|16|14|13|12|3|5|11|4|15,33.94720459,-117.9951019,-1
R_1eREG55A3cZD1zT,Default Response Set,Anonymous,,,80.101.212.2,0,5/21/2016 18:32,5/21/2016 18:46,1,1,1,ADKSME3J8B0PA,43,1,1,1,,,,,3,2,6,4,6,2,3,,2,2,5,2,2,2,6,3,7,4,7,2,6,1,1,1,1,6,6,1,6,1,1,1,1,6,6,6,6,3,3,3,3,2,3,2,2,2,3,2,3,1,1,,1,39.183,69.714,88.434,9,,,,,,"A talented young artist , sullivan, who himself was born and raised in the projects, has an art exhibit / about poverty",Raising up the Projects--Young Artist Captures poverty in Fresh Exhibit,4,6,6,5,6,6,7,3,1,5,6,1,7,7,7,3,7,3,3,3,1,1,1,1,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,7|3|14|4|12|8|1|9|16|6|5|10|2|13|15|11,52.07139587,4.282302856,-1
R_dmQAJ6QwnDkjbQ5,Default Response Set,Anonymous,,,74.44.161.53,0,5/21/2016 18:33,5/21/2016 18:51,1,1,1,A9EIZZ50B34HP,31,1,2,,1,,,,3,2,6,4,3,3,2,,7,7,5,7,2,4,8,4,6,3,4,2,4,5,5,5,6,5,4,6,5,4,4,4,6,5,6,4,5,2,3,1,3,3,3,2,3,3,3,2,3,1,1,,1,8.436,27.218,71.345,5,,,,,,some artwork of Jordan Sullivan will be featured in a new exhibit at downtown L.A. Sullivan is known for his gritty mixed-media depictions of urban living and poverty today. some of his professor at ucla said he is one of the most talented artists to go through their program. Sullivan is going to be one of the youngest artists to have an exhibit featured at the prestigious Hive Gallery. ,jordan the young king of LA's art,6,4,7,6,6,6,6,2nd or 3rd,1,5,6,2,7,7,7,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,15|11|2|9|3|6|10|5|7|1|14|16|13|12|8|4,38.48840332,-121.4024048,-1
R_20TKC8mjVvcrMD7,Default Response Set,Anonymous,,,72.196.116.201,0,5/21/2016 18:33,5/21/2016 18:52,1,1,1,A3AHYU9P0HLG4,62,2,1,1,,,,,2,3,9,1,1,1,3,,5,4,5,6,6,7,7,3,7,2,7,6,4,1,1,1,1,7,7,7,7,1,2,1,3,7,7,7,7,1,2,2,2,2,2,1,2,2,2,2,2,1,1,,1,0,0,81.533,0,,,,,,"Jordan Sullivan, who lived in the projects of LA until he was six, when his mother died and he went to live with his father in Oregon, is a multimedia artist who produces works aimed at depicting poverty in the LA area. He has been lauded by his college professors as one of the most promising artists ever to come through their classes, and, at 27, is the youngest artist ever to have his work displayed at the prestigious Hive Gallery in LA. Sullivan expresses gratitude at being recognized by the gallery.",LA Artist Youngest Ever to be Featured at Prestigious Hive Gallery ,6,6,7,5,6,6,6,first page of arts and leisure section,1,6,6,1,4,5,7,3,7,4,4,4,2,2,2,2,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,3|8|9|15|5|7|12|13|2|6|14|10|1|11|16|4,29.67660522,-82.38549805,-1
R_22nuEAirMv3DyTz,Default Response Set,Anonymous,,,107.77.105.21,0,5/21/2016 15:06,5/21/2016 15:07,0,1,1,A1LTKEI6D58W9V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,high status,,,,,-1
