V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_incom,demo_class,demo_educa_1,Q17_1,Q19_1,Q19_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q63,j_training,j_training_TEXT,Q76_1,Q76_2,Q76_3,Q76_4,Q48,Q75_1,Q75_2,Q75_3,Q75_4,Q50,summary,headline,writing,include,pagenum,Q35,age,credible,status,ambitious,attn2,hardwork,emphasis,Q78,Q80,hypo_4,hypo_11,hypo_12,hypo_5,guilt1,guilt2,guilt3,guilt4,guilt5,Q66,Q65,DO-BR-FL_15,DO-BR-FL_21,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_3M9E7o5ATnTfo1Y,Default Response Set,Anonymous,,,70.187.88.244,0,9/9/2015 3:34,9/9/2015 3:47,1,1,1,AEHONA1BIY9JB,22,1,1,,,,,1,7,4,6,2,2,1,3,,1,4,5,6,6,4,7,4,6,1,7,3,6,2,3,3,1,3,2,1,2,2,3,2,3,1,1,1,1,1,7,7,6,2,3,2,3,7,5,5,5,1,1,,,,,,,81.758,81.758,138.595,1,1,"Essentially, Dr. Mendez stated he found a breakthrough treatment to melanoma by injecting cold virus cells into skin. When other doctors tried to use his methods, they faced failure. Later, Dr. Mendez admitted to making up his data, and he has not commented much on it since.",Mendez's Mutation,5,5,3rd,1,2,1,1,6,3,3,5,4,4,4,4,4,4,4,4,3,6,6,1,1,target does something bad,hypoformative|hypocat,13|10|15|9|2|3|12|8|6|14|11|5|7|1|4|16,29.57310486,-82.4076004,-1
R_4NqvQ7L7RqtwEq5,Default Response Set,Anonymous,,,205.185.227.44,0,9/9/2015 3:30,9/9/2015 3:51,1,1,1,A1WTRM0IQWLYER,38,1,1,1,,,,,3,3,4,4,5,3,3,,1,1,5,3,2,6,2,7,7,6,7,2,6,1,3,3,2,2,2,1,1,2,1,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,,,,6.426,26.144,152.428,10,1,Doctor Mendez falsified findings on a potential cure for melanoma. Other researches disproved his method of using a cold virus forcing Mendez to admit his falsified results.,Skin Cancer Can't Be Cured By The Common Cold After All,6,7,1,1,3,2,3,2,3,2,4,2,3,1,1,2,2,6,7,1,6,6,1,1,target does something bad,hypocat|hypoformative,7|4|9|6|15|3|5|14|12|11|2|13|1|16|8|10,35.78610229,-88.74859619,-1
R_12Eb7fZ1LqH7UEu,Default Response Set,Anonymous,,,66.87.132.128,0,9/9/2015 3:30,9/9/2015 3:55,1,1,1, AX0XUTJ8JG21D,35,2,1,,,,,1,3,2,6,5,5,5,3,,3,1,5,4,2,1,8,3,6,2,7,3,6,2,2,3,1,2,3,2,1,3,2,1,2,5,1,2,6,7,7,6,7,5,5,5,5,7,5,7,4,1,1,,,,,,,0,0,111.362,0,1,"A Doctor provided false information in regards to the cure for melanoma.  The data he provided was made up, he reported participants had positive results but later when others tried to gather same data they were not able to get same results. When confronted and questioned it was learned it all was a lie ",One's father passed away from this form of Cancer but yet he lies about data collected ,4,4,Inside ,1,3,2,5,5,3,2,4,4,4,4,4,4,4,3,3,1,7,6,1,1,target does something bad,hypoformative|hypocat,11|9|10|16|1|13|6|12|15|4|2|8|5|3|7|14,35.22709656,-80.8431015,-1
R_W97nuyIc8TWjpbb,Default Response Set,Anonymous,,,107.4.31.251,0,9/9/2015 3:59,9/9/2015 4:07,1,1,1,A1BTABA4W0RU55,36,2,1,1,,,,,7,3,5,2,2,1,3,,4,4,5,2,1,1,4,6,8,4,6,4,7,2,2,1,2,1,1,2,1,2,2,2,2,2,2,3,2,5,6,5,5,2,2,2,3,5,5,5,6,1,1,,0,0,43.153,0,1,,,,,,Mr Mendez made a breakthrough in melenoma research.  He did a study that showed that injecting melenoma lessions with a cold virus they can teach the body to heal itself.  This worked in over 79% of the people in his study.,The value of immigrants is invaluable.,6,6,2nd page,1,2,6,6,7,3,7,4,3,3,2,2,2,2,3,4,2,5,6,1,1,target does something good,hypocat|hypoformative,13|5|14|3|4|10|16|2|1|6|12|7|8|11|9|15,42.93139648,-85.64969635,-1
R_3PB7XfR80g6tfLE,Default Response Set,Anonymous,,,66.182.220.253,0,9/9/2015 4:03,9/9/2015 4:16,1,1,1,A2JSA1866I06ZG,25,1,1,,,,,1,5,3,5,2,2,2,3,,3,5,5,6,7,4,7,8,7,1,7,2,7,2,2,3,2,1,3,2,2,2,3,2,2,1,7,1,1,7,7,1,7,1,1,1,7,7,7,7,7,1,1,,0,0,11.934,0,1,,,,,,"A doctor, Alex Mendez, has likely found a cure for melanoma by injecting mutated cold virus directly into the patient's skin lesions, teaching the patients' bodies them to heal themselves. This is a professional and personal breakthrough for Mendez, as his father died from melanoma when he was a teen.",Alex Mendez: Giving Melanoma the Cold Shoulder,6,7,1,1,2,6,6,7,3,7,4,3,2,4,4,4,4,2,2,6,6,6,1,1,target does something good,hypocat|hypoformative,5|14|3|4|6|8|11|7|2|13|15|12|9|16|1|10,32.93460083,-97.25170135,-1
R_3fV06IkfAIciGIW,Default Response Set,Anonymous,,,69.125.63.194,0,9/9/2015 4:02,9/9/2015 4:18,1,1,1,A22DJQ5AB8TO3I,25,2,1,,,,,1,3,2,5,1,1,1,1,,5,7,5,6,1,6,4,8,6,3,8,2,8,3,3,3,2,3,2,2,1,3,2,1,3,1,1,1,1,7,7,7,7,1,7,1,1,7,7,7,7,1,1,,,,,,,3.763,68.589,70.409,5,1,"A doctor made up cancer treatment data, when other doctors not affiliated with him tried the ""treatment"" it didn't work. He was shortly exposed as being a fraud, among other things he was called unethical and selfish. People were even more surprised that this particular doctor was the one to lie, because his own father died of melanoma. ",Skinned Alive : Doctor Faces Critism After Lying About Cancer Treatments.,4,6,Page 6,1,2,1,4,6,3,2,4,4,1,1,1,1,1,7,7,1,7,7,1,1,target does something bad,hypoformative|hypocat,10|13|4|5|16|2|8|9|14|12|3|15|6|1|7|11,40.61000061,-73.91079712,-1
R_DCTFSw8Gy4A3NCx,Default Response Set,Anonymous,,,108.5.246.7,0,9/9/2015 4:05,9/9/2015 4:19,1,1,1,A2HSCKH5NKN5LP,29,1,1,1,,,,,7,3,4,2,3,1,3,,1,2,5,6,1,1,7,1,8,1,8,2,8,1,3,2,1,1,1,2,1,3,2,1,3,1,2,2,1,4,5,6,6,2,4,2,3,5,5,5,5,1,1,,,,,,,2.302,90.972,131.64,6,1,"Alex Mendez, a researcher at George Washington University, fabricated data claiming that he had found a cure to Melanoma. He claimed that if you injected a cold virus into someone, the melanoma would kill itself.  It didn't hold up to peer review.  ",Doctor of George Washington University shamelessly lies about cure for cancer ,5,6,3,1,2,1,1,7,3,4,2,4,4,4,4,5,5,1,1,1,4,4,1,1,target does something bad,hypoformative|hypocat,3|6|10|15|16|12|8|5|14|2|1|13|11|4|7|9,40.94670105,-73.99299622,-1
R_2Ww2EUwenmPbHU1,Default Response Set,Anonymous,,,174.59.222.22,0,9/9/2015 4:05,9/9/2015 4:21,1,1,1,A39RGARQZH9C9J,50,2,1,1,,,,,4,2,6,1,1,1,3,,3,2,5,6,2,6,7,8,7,2,8,6,7,3,3,3,2,3,3,2,1,2,2,1,3,1,1,1,1,7,7,6,6,6,1,1,2,6,7,7,7,1,1,,15.424,114.381,115.7,6,1,,,,,,"These researchers were able to inject melanoma cells with the virus that causes the common cold, and the cells were healed",Common Cold Cures Cancer,6,6,2,1,3,6,6,7,3,6,4,6,6,2,2,4,2,6,6,1,7,7,1,1,target does something good,hypocat|hypoformative,8|2|6|13|7|4|16|11|12|9|1|5|10|15|3|14,40.78489685,-77.84700012,-1
R_ahpERncThMQlE1b,Default Response Set,Anonymous,,,199.255.184.59,0,9/9/2015 0:16,9/9/2015 0:30,0,1,1,AG7F3QKOQJGYR,38,1,1,1,,,,,5,3,6,5,6,3,3,,2,2,5,2,2,2,6,8,7,7,7,1,6,2,3,3,1,2,3,2,1,3,2,1,3,1,1,1,1,5,7,7,7,3,2,3,3,5,5,5,6,1,1,,,,,,,4.915,43.743,112.731,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something bad,,9|10|4|12|1|14|13|2|8|16|6|5|3|15|7|11,,,-1
R_2zqp849UZ3hR7Mh,Default Response Set,Anonymous,,,54.174.77.195,0,9/9/2015 4:29,9/9/2015 4:42,1,1,1,AP71FLGZN13DG,27,1,1,1,,,,,5,3,9,6,7,7,3,,6,6,5,2,1,1,1,7,7,1,7,1,7,3,3,3,2,2,3,3,3,3,3,3,3,1,2,1,1,5,5,6,6,7,3,6,6,5,1,2,6,1,1,,,,,,,0,0,122.322,0,1,Scientist creates data to prove cure for melanoma.  His father had died from the disease and was driven to find a cure.  ,Driven scientist falsifies data about melanoma cure.,6,6,science,1,2,5,5,6,3,4,4,4,4,6,4,4,4,1,1,1,2,2,1,1,target does something bad,hypoformative|hypocat,15|12|5|10|7|1|11|14|3|13|6|9|16|4|8|2,39.04370117,-77.48750305,-1
R_1QoQbtrzh6txttC,Default Response Set,Anonymous,,,207.244.83.195,0,9/9/2015 4:48,9/9/2015 4:53,1,1,1,A3L2Y7T97M2REM,28,1,1,1,,,,,2,4,4,1,5,5,3,,6,5,5,6,3,6,2,7,6,3,4,2,6,1,1,2,1,2,2,2,1,2,1,2,2,5,5,5,3,3,4,5,5,2,4,4,4,3,4,2,6,1,1,,0.143,1.309,1.572,2,1,,,,,," Dr. Alex Mendez, a researcher at the George Washington University medical school, recently discovered what appears to be a cure for melanoma, a type of skin cancer.",Skin cancer treatment,5,6,i dont know,1,2,4,5,5,3,5,5,3,6,5,3,6,6,5,4,5,6,5,1,1,target does something good,hypocat|hypoformative,2|6|4|5|14|7|16|3|12|13|10|1|9|11|15|8,42.47549438,-70.9068985,-1
R_3fAx64fcudneRb2,Default Response Set,Anonymous,,,70.181.35.233,0,9/9/2015 4:48,9/9/2015 4:56,1,1,1,AGSJDRTI0DUWU,30,1,1,1,,,,,5,3,8,2,1,2,4,,7,7,5,8,2,1,6,2,7,6,7,1,8,2,3,3,1,2,3,3,1,2,3,3,2,4,3,4,4,7,6,6,6,2,5,2,2,6,7,5,6,1,1,,,,,,,23.26,26.151,33.153,2,1,There was a researcher at a school who falsified a report stating that he had found a cure for melanoma. The researcher said the treatment he found taught our body's to treat itself.,Top researcher falsifies claim of Melanoma cure.,7,7,2,1,3,4,5,6,3,5,4,6,5,6,5,5,6,1,2,4,3,2,1,1,target does something bad,hypocat|hypoformative,5|16|15|8|7|14|12|6|10|9|4|3|11|13|2|1,41.70500183,-71.46040344,-1
R_sL50ZlEs7x41AEF,Default Response Set,Anonymous,,,5.254.65.17,0,9/9/2015 4:50,9/9/2015 4:58,1,1,1,A44UBOEPI5FUV,25,1,1,1,,,,,3,3,4,3,4,5,3,,6,4,5,4,6,2,4,6,6,7,4,3,7,2,1,1,2,2,2,1,2,2,3,2,2,4,4,5,5,3,3,3,5,5,4,3,5,6,5,5,6,1,1,,9.364,109.527,110.208,2,1,,,,,,"Alex Mendez, a researcher at the George Washington University medical school, recently discovered what appears to be a cure for melanoma, a type of skin cancer.",skin cancer,5,6,i dont know,1,1,5,6,5,3,6,5,5,6,5,6,5,5,5,6,6,7,6,1,1,target does something good,hypoformative|hypocat,6|8|14|13|4|1|15|2|5|10|3|16|11|7|12|9,41.01359558,28.95500183,-1
R_A6AfYyPfuYOcsiR,Default Response Set,Anonymous,,,92.84.173.71,0,9/9/2015 4:50,9/9/2015 4:58,1,1,1,A1LE47EDOA5GYF,33,1,1,1,,,,,3,2,5,2,5,4,3,,6,5,5,7,3,3,7,6,6,4,3,3,6,2,1,3,2,2,2,1,2,3,2,2,3,5,4,5,5,4,5,6,4,5,4,2,5,5,4,3,4,1,1,,0.036,5.669,11.749,2,1,,,,,,"Alex Mendez, a researcher at the George Washington University medical school, recently discovered what appears to be a cure for melanoma, a type of skin cancer.",skin cancer treatment,6,5,i dont know,1,2,5,6,5,3,6,6,6,5,6,5,6,6,3,5,5,6,5,1,1,target does something good,hypoformative|hypocat,4|16|9|15|5|13|7|1|2|6|10|3|8|12|14|11,47.75,26.66670227,-1
R_3iFiwUWtcP8MMUp,Default Response Set,Anonymous,,,103.10.197.90,0,9/9/2015 4:50,9/9/2015 5:00,1,1,1,A1XQLUUL2K4DC7,26,1,1,1,,,,,3,3,5,2,5,4,3,,6,4,5,6,7,4,6,7,3,7,4,3,6,2,1,2,3,2,1,2,2,2,3,2,2,3,4,5,5,5,4,6,6,3,5,3,5,3,5,3,5,1,1,,,,,,,0.278,0.278,2.73,1,1,a skin cancer treatment has been found and it is very good,skin cancer treatment,4,5,research,1,2,4,5,6,3,6,5,4,7,5,7,6,6,6,5,6,5,5,1,1,target does something bad,hypocat|hypoformative,16|8|1|14|10|2|13|3|4|6|11|9|12|5|7|15,22.25,114.166687,-1
R_eeWAGEOhg1f6rnz,Default Response Set,Anonymous,,,24.16.242.191,0,9/9/2015 4:50,9/9/2015 5:03,1,1,1,A1IFF4KV23FGHJ,41,1,1,1,,,,,4,2,6,2,2,2,2,,5,4,5,3,2,2,7,7,6,3,7,2,7,2,3,3,1,3,2,1,1,3,2,1,3,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,1,1,,,,,,,0,0,96.597,0,1,Dr. Mendez committed fraud by publishing a paper claiming that they had found a cure for melanoma.  Melanoma kills 10000 people a year in America.  When scientists tried to replicate the outcome of the studies they found no proof that the treatment was effective in curing melanoma.  ,"Researchers debunk possible cure for melanoma, scientific fraud exposed.",6,7,5,1,3,2,2,7,3,6,3,2,2,4,2,4,4,1,2,2,6,6,1,1,target does something bad,hypocat|hypoformative,7|11|5|8|10|4|1|16|13|3|2|14|6|15|9|12,46.98669434,-122.740799,-1
R_3wR1oQQMGUxwlKV,Default Response Set,Anonymous,,,24.23.93.68,0,9/9/2015 4:52,9/9/2015 5:05,1,1,1,A3AD1WTZEZNFQW,22,1,1,,,,,1,3,2,5,2,4,2,3,,5,6,5,1,6,3,7,8,6,3,2,8,3,2,3,1,3,1,1,2,2,3,1,2,3,1,1,1,1,7,7,1,7,1,1,1,2,7,7,7,7,1,1,,,,,,,0,0,49.503,0,1,"A scientist allegedly developed a cure for melanoma cancer by injecting cold virus into the melanoma lesions with a 78% success rate. Once other people tried the same technique and it didn't work, it was discovered that it was a fraud.",Alleged melanoma cancer cure is a fraud,6,6,5,1,4,1,1,7,3,3,4,2,3,4,2,3,4,5,7,1,6,6,1,1,target does something bad,hypocat|hypoformative,2|14|1|5|15|7|6|16|8|10|13|9|4|12|11|3,33.5243988,-81.94239807,-1
R_9MRGUBqExAAlleN,Default Response Set,Anonymous,,,71.112.134.27,0,9/9/2015 4:49,9/9/2015 5:06,1,1,1,A1TLNLB9D87H6,31,2,1,,,,,1,6,3,6,2,2,2,3,,7,2,5,1,6,8,2,6,8,8,8,1,3,2,3,3,3,1,3,1,2,2,2,2,3,1,1,1,1,7,7,7,7,1,2,1,1,7,7,7,7,1,1,,,,,,,0,0,159.473,0,1,"Dr. Mendez lied in the medical journal. He said that he found a cure for melanoma by injecting the spot with a cold virus. However, when other doctor's tried it, they found no effect and called Dr. Mendez out. Dr. Mendez also lost his father to melanoma",Cold Virus Cure for Melanoma is a hoax. Dr. Mendez lied!,7,7,second page.,1,3,1,1,4,3,4,4,2,4,4,4,4,3,1,1,4,7,7,1,1,target does something bad,hypoformative|hypocat,9|15|11|1|12|5|3|7|13|4|2|8|14|6|10|16,40.33770752,-79.84279633,-1
R_2wtX6RrHg1S7pAT,Default Response Set,Anonymous,,,98.254.206.180,0,9/9/2015 4:47,9/9/2015 5:14,1,1,1,A8MDEQ4Y2YB7J,44,1,1,,,,,1,2,1,6,4,3,2,3,,3,2,5,2,3,3,6,6,3,2,4,4,6,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,3,5,6,6,5,3,4,3,4,5,5,5,4,1,1,,3.894,22.453,108.917,6,1,,,,,,A medical school researcher discovered a potential cure for melanoma. Injecting a mutated cold virus into melanoma skin lesions eliminated melanoma in some patients. It's a significant breakthrough in melanoma research. / ,Potential Cure for Melanoma Discovered,4,4,front page,1,3,5,5,4,3,5,4,3,3,4,4,4,4,2,2,2,2,2,1,1,target does something good,hypocat|hypoformative,6|14|3|8|5|1|9|10|4|2|16|13|7|12|15|11,27.05450439,-80.14360046,-1
R_ulZYSDFaQJE722l,Default Response Set,Anonymous,,,181.50.180.250,0,9/9/2015 5:18,9/9/2015 5:27,1,1,1,A3KTR2VGZ4FCUD,21,2,1,1,,,,,4,3,4,4,4,4,3,,4,6,5,2,2,2,7,3,7,2,6,3,7,2,3,2,2,2,2,3,3,1,3,3,2,1,1,1,1,7,7,7,7,1,1,1,7,7,7,7,7,1,1,,39.115,39.115,48.773,1,1,,,,,,A discovery and a possible cure for melanoma cancer or skin cancer with 78% success rate by injecting a mutated cold virus into the skin,The End of the Melanoma Era,5,6,1,1,2,6,4,6,3,6,4,4,4,4,4,4,4,1,1,4,7,7,1,1,target does something good,hypocat|hypoformative,1|7|12|8|13|16|5|10|9|6|11|15|14|2|3|4,4.649200439,-74.06279755,-1
R_p0BERrS4e2Xaq9b,Default Response Set,Anonymous,,,207.190.98.195,0,9/9/2015 5:21,9/9/2015 5:38,1,1,1,A1NXYL1AEJ6D26,31,1,1,1,,,,,5,3,6,2,2,2,3,,3,2,5,2,6,6,7,6,3,2,8,6,7,2,3,3,3,3,2,1,1,2,1,1,2,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,1,1,,,,,,,0,0,133.309,0,1,"A doctor falsified data for a melanoma treatment.  It was particularly confusing why he had done it as his father had died from melanoma. /  / There is no space below for me to write a headline.  My headline would be ""Doctor Falsifies Melanoma Treatment, Patients Suffer"".",A1NXYL1AEJ6D26,5,5,3,1,3,2,5,4,3,2,4,4,4,4,4,4,4,4,4,3,5,5,1,1,target does something bad,hypocat|hypoformative,7|12|6|13|8|10|2|9|3|1|11|15|14|4|16|5,43.5617981,-90.14479828,-1
R_pN64rL2xFCzEPex,Default Response Set,Anonymous,,,71.62.242.79,0,9/9/2015 5:25,9/9/2015 5:39,1,1,1,A2H8RZS0NG4N86,42,2,1,1,,,,,3,2,5,1,2,2,3,,2,2,5,6,6,4,6,2,2,6,7,6,4,2,2,3,1,1,1,1,1,3,1,1,3,5,2,6,6,5,5,5,6,2,4,2,4,5,5,5,5,1,1,,,,,,,0,0,115.3,0,1,"A doctor who we thought had discovered a cancer treatment had falsified the data to create false results, therefore the treatment is ineffective",A2H8RZS0NG4N86,4,5,2,1,3,1,2,5,3,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,target does something bad,hypoformative|hypocat,14|10|7|3|8|9|16|13|5|6|12|1|4|11|15|2,38.40310669,-78.8914032,-1
R_DTNrquqvSEy5kJj,Default Response Set,Anonymous,,,184.90.181.154,0,9/9/2015 5:17,9/9/2015 5:41,1,1,1,A2UYZPDORUDEHS,30,1,1,,,,1,,7,3,5,5,5,3,3,,5,5,5,7,4,2,8,3,6,2,7,3,7,2,2,3,2,1,3,3,3,1,3,2,3,4,3,5,4,5,7,5,6,3,4,3,4,6,5,6,4,1,1,,85.485,91.984,93.84,3,1,,,,,,Research shows that injecting a mutated cold virus into melanoma skin lesions teaches the body to heal itself thus eliminating cancer in 78% of patient trials.,Cold virus cures cancer in 78% of melanoma patients,6,6,Second page,1,3,6,5,7,3,7,4,4,4,4,4,4,4,1,1,4,5,5,1,1,target does something good,hypoformative|hypocat,14|9|11|3|10|2|1|12|4|7|13|8|6|5|15|16,28.83009338,-81.36180115,-1
R_2wQwqFfFVTfZftB,Default Response Set,Anonymous,,,108.70.131.47,0,9/9/2015 5:19,9/9/2015 5:46,1,1,1,A30G98ZDOZMUVK,54,1,1,,1,,,,3,2,5,4,4,4,3,,7,6,5,2,2,2,7,6,4,2,8,2,7,2,2,3,2,1,1,1,2,2,2,2,3,6,5,3,5,1,6,5,3,7,7,7,7,5,1,2,1,1,1,,4.748,128.846,130.754,4,1,,,,,,A Washington D.C. based doctor finds a cure for skin cancer.  The cure in initial trials is successful for seventy-eight percent of the patients.,DC Doctor Discovers Skin Cancer Cure,6,7,front page,1,4,5,5,7,3,6,4,1,1,5,6,6,2,1,7,1,1,1,1,1,target does something good,hypocat|hypoformative,2|8|4|15|12|14|5|16|6|7|11|9|13|10|1|3,35.68380737,-78.66359711,-1
R_1C4s8uxbFL20zcd,Default Response Set,Anonymous,,,69.246.166.173,0,9/9/2015 5:26,9/9/2015 5:54,1,1,1,A2FUF8Z8WCFAR2,64,1,1,,,,,1,4,2,4,6,7,7,8,White/Native American Indian,6,5,5,4,1,2,6,6,7,2,7,1,7,2,3,3,2,1,2,1,1,2,1,2,2,1,5,4,3,2,6,6,3,6,5,6,6,7,2,7,2,1,1,,0,0,222.93,0,1,,,,,,"Dr. Mendez, from Mexico city has discovered a what appears to be a cure for melanoma.  By injecting a cold virus directly into the lesion, the melanoma is eliminated in 78% of cases.  This is great news, as 74,000 people are diagnosed with melanoma every year of which approximately 10,000 die. ",Could a cold virus be the cure for Melanoma? ,7,7,Front page,1,2,7,7,7,3,7,4,4,4,4,3,4,2,2,2,4,6,7,1,1,target does something good,hypoformative|hypocat,16|14|3|10|7|13|8|11|1|9|15|12|5|4|2|6,30.17550659,-84.33860016,-1
R_3Rr90dmlOPPBTal,Default Response Set,Anonymous,,,173.75.28.103,0,9/9/2015 5:57,9/9/2015 6:02,1,1,1,ALV5QUCR2JUB7,33,2,1,1,,,,,4,3,6,4,6,2,3,,2,2,5,6,2,1,7,6,4,4,8,1,8,1,3,3,3,2,2,1,1,3,1,1,3,1,2,2,1,7,6,7,6,3,2,2,4,6,6,5,6,1,1,,0,0,26.862,0,1,,,,,,"Mendez, a scientist, has found a potential cure for melanoma. By injecting a virus into the melanoma, it was able to cure over 75% of the cases studied by encouraging the body to heal itself.",Potential groundbreaking cure for melanoma found,5,6,1,1,3,7,6,7,3,7,4,1,1,1,1,1,1,5,5,2,6,6,1,1,target does something good,hypocat|hypoformative,9|4|7|5|13|14|3|12|6|11|8|2|16|15|1|10,40.3690033,-80.04570007,-1
R_2fBccTcR0sxiqx6,Default Response Set,Anonymous,,,24.104.64.110,0,9/9/2015 5:56,9/9/2015 6:05,1,1,1,A1YBX7P5PY8LL,34,1,1,1,,,,,6,3,9,3,3,3,3,,7,7,5,7,2,2,7,2,7,6,7,2,7,1,3,2,3,3,2,1,1,1,1,2,1,5,5,5,5,5,5,5,3,2,2,2,1,6,5,5,6,1,1,,,,,,,0,0,42.968,0,1,He published an article stating that he found a cure for melatonin.  It was later found out that he was lying about the cure.  Many people were upset because it makes researchers look bad.,Unworthy Cure,4,4,5,1,3,2,2,4,3,2,5,2,2,4,4,4,4,3,3,5,3,5,1,1,target does something bad,hypocat|hypoformative,13|2|4|12|15|6|14|5|7|3|16|8|1|10|11|9,42.10639954,-72.59069824,-1
R_8qOzW9vbA1Iy5xv,Default Response Set,Anonymous,,,75.117.7.177,0,9/9/2015 6:04,9/9/2015 6:09,1,1,1,A1PO6P10SESOQ9,34,1,1,1,,,,,4,3,8,3,5,3,2,,5,5,5,6,4,1,7,8,4,4,4,1,6,3,2,2,2,1,2,1,2,3,2,2,2,5,5,4,6,5,5,5,4,4,5,5,7,6,4,4,7,1,1,,,,,,,0,0,17.989,0,1,"The article is about the case of medical fraud, where a respected doctor claimed to have discovered a cure for skin cancer. The claim turned out to be false.",A1PO6P10SESOQ9,5,4,4,1,3,5,4,6,3,6,5,2,2,2,2,2,1,5,2,3,3,3,1,1,target does something bad,hypocat|hypoformative,7|6|8|2|4|1|14|15|5|3|9|11|10|13|16|12,34.46299744,-84.15100098,-1
R_2ALm8bB3SmWeSXw,Default Response Set,Anonymous,,,72.231.13.58,0,9/9/2015 2:11,9/9/2015 2:14,0,1,1,A1TYDVHEFPZC86,31,2,1,1,,,,,7,4,6,4,5,3,3,,5,6,5,7,1,6,6,8,8,3,8,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_27WEpGV6htDWzYk,Default Response Set,Anonymous,,,97.95.84.62,0,9/9/2015 5:56,9/9/2015 6:17,1,1,1,A1O3ABR69LGPIE,24,2,1,,1,,,,4,2,5,3,3,1,7,white / pacific islander,4,3,5,2,6,6,8,3,7,1,2,2,8,2,2,3,2,1,3,1,1,3,2,1,3,1,2,3,1,7,7,7,6,1,3,2,2,7,7,7,7,1,1,,,,,,,36.041,36.041,96.28,1,1,"A researcher at George Washington University medical school fabricated evidence in a medical journal about a melanoma cure. When other researchers started to use his ""cure"" it was discovered that it was ineffective. The researcher eventually confessed.",University researcher lied about melanoma cancer cure,4,7,5,1,2,3,5,6,3,5,4,4,4,4,4,4,4,1,6,1,7,7,1,1,target does something bad,hypoformative|hypocat,6|3|9|11|14|7|4|12|1|16|5|15|13|8|2|10,46.62879944,-87.479599,-1
R_24dxI3HaQOhXS8r,Default Response Set,Anonymous,,,184.164.146.25,0,9/9/2015 5:59,9/9/2015 6:21,1,1,1,A9UCDP0W2FVAV,30,1,1,1,,,,,2,3,6,5,7,5,3,,5,5,5,7,1,1,4,1,7,1,6,1,7,3,3,3,2,3,3,1,3,1,3,3,1,6,2,2,2,2,6,5,6,2,5,2,1,6,6,2,7,1,1,,0,0,57.614,0,1,,,,,,"Dr Mendez has discovered a cure for melanoma, or skin cancer, that is a dead version of the cold virus and is injected directly into the cells. It is successful in 78% of patients.",Dr. Mendez Cures Skin Cancer with Cold Virus,6,7,Front page,1,3,6,7,7,3,6,4,2,4,4,3,4,4,4,4,3,6,6,1,1,target does something good,hypocat|hypoformative,3|11|16|6|15|1|12|9|5|13|14|2|10|4|7|8,33.43569946,-111.917099,-1
R_2D2hrhQ3Kv7GS4T,Default Response Set,Anonymous,,,71.54.235.100,0,9/9/2015 5:57,9/9/2015 6:25,1,1,1,A3CIUPLZ6614U2,43,1,1,,1,,,,5,3,9,2,2,1,3,,5,3,5,3,6,4,7,7,7,3,7,3,4,3,2,3,1,1,1,3,2,2,3,2,3,2,4,2,2,6,6,6,5,2,3,4,4,6,5,6,5,1,1,,5.97,85.922,94.76,3,1,,,,,,"Dr Melendez has discovered a promising treatment for melanoma. By injecting a cold virus into the affected area the body is able to heal the cancer with a 78% success rate. Many scientisits have praised the breakthrough. Dr Melendez is inspired by his father, who died of melenoma, and hopes he would be proud.",A Cure for the Common Cancer: How the cold virus could help stop a killer,3,6,2,1,3,6,6,7,3,7,3,4,4,4,4,4,4,5,5,3,5,6,1,1,target does something good,hypocat|hypoformative,7|1|14|10|11|9|16|13|15|12|4|8|2|6|3|5,26.63600159,-81.59580231,-1
