V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q45,Q62,summary,headline,writing,include1,include2,include3,include4,include5,include6,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_127,DO-BR-FL_125,DO-BR-FL_129,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_2Vr80rVtl2RlOIu,Default Response Set,Anonymous,,,74.197.221.30,0,5/25/2016 16:31,5/25/2016 16:45,1,1,1,AZOR3BXT0WZQS,35,2,1,1,,,,,3,3,5,7,7,7,3,,5,3,5,7,2,3,7,2,7,2,7,3,6,2,3,4,3,4,4,4,4,3,4,3,4,4,4,5,4,2,2,3,2,1,2,2,1,3,1,2,3,1,1,,1,,"An active shooter came into a school and three boys coming back from breakfast saw him.  They ducked behind a corner, then decided to jump on the attacker and hold him down until police came.  They succeeded and only 3 people were shot but are in stable condition.",Home of the Brave,5,6,7,6,6,6,6,1,5,6,3,6,7,7,3,6,3,3,5,5,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,16|14|6|10|3|8|15|4|1|12|5|13|7|9|2|11,36.07510376,-97.03119659,-1
R_30hKVj2gsagxSjF,Default Response Set,Anonymous,,,65.74.114.139,0,5/25/2016 16:30,5/25/2016 16:45,1,1,1,ARE7Z8INIT96X,27,2,1,,,,1,,2,2,5,7,7,7,3,,7,7,5,6,7,3,8,3,8,1,7,1,8,1,4,5,2,5,3,7,2,4,2,5,5,7,3,4,3,2,3,3,3,3,2,3,2,1,3,3,3,1,1,,,1,Milner an Yusef were arrested for plotting a mass shooting at a Tennessee school. They were both awkward at school and had no friends. Yusef's parents were from Egypt and Milner's were from Tennessee and refused to comment.,Another School Shooting Plot Foiled,7,7,7,7,7,7,7,1,5,4,2,1,7,7,3,7,2,2,2,2,1,1,1,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,11|15|4|9|7|1|6|5|10|13|12|8|16|2|3|14,64.67480469,-147.0484924,-1
R_2sRwyhNg9SO2Dwd,Default Response Set,Anonymous,,,50.26.140.218,0,5/25/2016 16:30,5/25/2016 16:47,1,1,1,A2I0V4C6YI11TC,37,2,1,1,,,,,4,1,4,5,5,4,3,,6,7,5,2,6,8,3,7,6,3,6,6,2,3,4,3,3,5,5,5,5,3,3,3,3,5,5,5,5,1,2,3,2,2,3,1,2,3,1,1,3,1,1,,,1,Two University of Tennessee students were arrested for planning a mass shooting on campus. There is no clear motive but the two were thought to have been made fun of. There are few details of how the plot was uncovered. Both families refused to comment.,University of Tennessee students plan mass shooting,4,6,6,6,4,3,4,1,3,1,6,1,2,4,3,3,3,3,3,3,3,3,3,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,9|10|8|14|11|2|12|5|1|16|6|7|13|4|15|3,35.16130066,-101.8789978,-1
R_SJYFUNTkbxEl47n,Default Response Set,Anonymous,,,67.1.104.168,0,5/25/2016 16:23,5/25/2016 16:47,1,1,1,A241VPRQX4XM1F,46,2,1,,,,,1,2,2,8,4,5,3,4,,4,3,5,3,6,7,7,4,6,1,6,2,3,1,1,4,1,5,5,7,1,3,4,3,1,6,5,6,5,2,3,3,2,3,2,2,2,2,2,2,3,1,2,"High School 30 years ago, so does that count?",1,,An active shoot incident was contained by a pair of brave quick acting students. These unarmed friends adverted further injuries and potentially helped save many lives.  No details about the shooter was given.    /  / ,Pair of Brave Unarmed Students Contain An Active Shooting Incident,5,6,7,7,7,7,4,1,5,7,1,7,7,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,11|5|14|13|2|4|10|9|8|16|6|1|12|3|15|7,32.19329834,-110.9894028,-1
R_302K8zVkP5wGKvo,Default Response Set,Anonymous,,,68.4.2.25,0,5/25/2016 16:27,5/25/2016 16:48,1,1,1,A1KTX4B6Y69XFG,34,1,1,,1,,,,4,2,5,4,3,3,3,,3,3,5,6,1,2,7,3,8,1,6,3,6,5,1,2,1,6,7,7,7,1,1,1,2,6,6,6,7,2,3,2,3,2,1,2,1,1,2,1,2,1,1,,1,,A unnamed gunman opened fire on UTenn campus.  Two other students subdued him forcibly and prevented further shooting.  The two students were friends and one was the son of a recent immigrant.,Hero Students Halt Deadly Campus Assault,3,5,5,5,5,5,5,1,3,5,1,6,4,4,3,4,2,2,2,4,4,4,4,2,5,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,11|3|10|7|13|14|15|16|12|4|9|8|5|1|6|2,33.63780212,-117.8095016,-1
R_3Pc4p0yS5HaMnjr,Default Response Set,Anonymous,,,98.145.78.20,0,5/25/2016 16:40,5/25/2016 16:48,1,1,1,A3FTX1IKRGGKWL,27,2,1,,1,,,,3,2,6,3,5,5,3,,2,2,5,7,2,2,6,2,6,6,6,2,4,5,3,5,2,5,5,6,5,3,3,2,3,5,5,5,5,3,3,3,2,2,3,1,2,2,3,3,3,1,1,,,1,Two students were recently arrested for a mass school shooting.  They both were outcasts and picked on by other students.  The motives remain unclear.  Many weapons were found in the apartment of one student illegally purchased.,Two outcasts arrested for mass school shooting.,5,5,5,5,5,5,5,1,2,4,5,2,3,4,3,3,3,3,3,3,3,3,3,2,6,6,6,1,1,1,FL_109,,,low status,hypocat|hypoformative,7|11|4|16|1|3|12|10|14|8|13|6|15|5|9|2,47.78869629,-116.7111969,-1
R_2WU2K853jZidUDt,Default Response Set,Anonymous,,,174.59.66.107,0,5/25/2016 16:39,5/25/2016 16:49,1,1,1,A2YB18JHC2C7GF ,64,2,1,1,,,,,3,2,4,1,5,5,3,,7,6,5,7,1,2,6,8,8,2,6,1,8,1,1,1,1,7,1,1,7,1,1,1,7,7,7,7,7,2,2,3,3,2,3,3,3,3,3,3,3,1,1,,1,,Three students worked together to take down another student that shot three students in there school.  They were able to restrain the attacker until police arrived.,Three students are heroes!,7,7,7,7,4,4,4,1,7,7,1,7,7,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,5|10|4|9|6|13|15|14|16|12|7|2|1|11|3|8,40.5500946,-76.39700317,-1
R_2QQgymVEh8cStGW,Default Response Set,Anonymous,,,108.70.131.47,0,5/25/2016 16:09,5/25/2016 16:49,1,1,1,A30G98ZDOZMUVK,54,1,1,1,,,,,4,3,5,5,4,5,3,,7,7,5,3,2,2,6,2,6,3,7,2,7,5,6,5,6,2,5,3,2,6,6,6,6,2,2,2,2,3,2,3,1,1,1,1,1,2,2,2,3,1,1,,1,,  The article describes an active shooter incident occurring at the University of Tennessee.  It describes how two students disarmed the suspect.,UTenn Incident Successfully Undermines and  Chips Away At Second Amendment Rights,2,1,1,1,1,1,1,1,7,7,7,1,7,1,3,1,8,1,1,1,1,1,1,1,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,11|9|10|1|15|7|4|14|5|3|8|2|16|13|12|6,35.68380737,-78.66359711,-1
R_1rHQxlCmPuENvcF,Default Response Set,Anonymous,,,72.208.3.193,0,5/25/2016 16:36,5/25/2016 16:49,1,1,1,AJRP0MAIGGDTY,55,2,1,,1,,,,2,2,5,3,1,1,3,,2,2,5,3,2,2,4,6,6,3,7,2,7,1,1,1,1,6,6,6,6,1,1,1,2,7,6,6,6,2,2,3,1,1,3,1,1,2,2,1,3,1,1,,1,,"Two unarmed students disarmed and restrained a heavily armed attacker at the University of Tennessee after several students were shot.  The two heroes, local to Tennessee, have been friends since high school.",Two Local Heroes Take Down Armed Attacker at the University of Tennessee,5,5,5,6,5,5,6,1,4,5,2,6,4,6,3,6,4,4,4,4,5,5,5,2,6,6,6,1,1,1,FL_58,high Status,hypocat|hypoformative,,,10|16|15|14|4|1|11|6|12|7|9|8|2|3|5|13,32.21730042,-110.7553024,-1
R_2SltNsvWZsMKxwy,Default Response Set,Anonymous,,,70.35.235.12,0,5/25/2016 16:35,5/25/2016 16:49,1,1,1,A383QB446CBFTI,52,2,1,1,,,,,3,2,5,4,3,4,3,,5,6,5,2,4,4,6,7,4,3,7,6,4,2,2,2,1,5,6,6,3,4,4,2,5,6,5,5,5,2,2,3,3,3,3,2,1,2,2,2,3,1,1,,1,,"The story was about a shooter at a college that was jumped from behind by two students, one being of Egyptian decent, averting a potential massacre. ",Egyptian Immigrant Avert Potential Massacre.,5,5,5,5,5,5,5,1,5,5,2,6,6,6,3,6,4,4,4,4,4,4,4,1,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,9|14|6|10|4|2|5|3|8|7|11|13|12|1|15|16,36.11729431,-102.6024017,-1
R_u2frqPGLhEoBW9z,Default Response Set,Anonymous,,,99.10.106.14,0,5/25/2016 16:38,5/25/2016 16:50,1,1,1,A1WICJB9TQMJMT,30,2,2,,1,1,,,4,3,8,4,4,4,2,,6,6,5,6,3,6,7,8,8,7,7,6,7,2,2,2,2,7,6,7,7,1,2,2,2,7,7,7,6,3,3,3,3,3,3,2,1,3,3,2,3,1,1,,,1,Two students are plotting for a mass shooting in their school. These students were purportedly socially isolated in school. Reasons for the plot remains unknown. The plot was foiled after a roommate of one overheard the plan and made a police report,Mass shooting plan uncovered,6,7,7,3,2,4,4,1,4,1,7,1,4,4,4,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,9|8|3|1|12|10|14|5|7|11|15|13|6|2|4|16,37.67199707,-97.22299957,-1
R_SCy241ODPceYF7X,Default Response Set,Anonymous,,,67.87.43.241,0,5/25/2016 16:33,5/25/2016 16:50,1,1,1,ARYPMX6757UGH,53,2,1,,,,,1,7,3,6,5,5,4,3,,1,1,5,7,4,7,8,2,7,2,6,2,6,6,2,3,1,6,7,7,4,2,6,2,5,6,6,6,6,3,2,3,3,3,3,3,1,2,3,3,2,1,1,,,1,"A mass shooting plot was foiled at the University when two students were arrested for the plot. Fellow students were suspicious of the two ""outcast's"" activity and contacted the police as they felt danger was imminent. ",Mass Shooting Plot Foiled by Suspicious Student,7,6,7,6,6,6,7,1,2,1,7,1,4,5,3,4,4,4,4,3,3,3,3,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,3|9|5|1|6|14|7|4|12|15|8|16|2|11|10|13,40.98750305,-74.37879944,-1
R_27OMeq5vnLFCANK,Default Response Set,Anonymous,,,198.97.13.2,0,5/25/2016 16:44,5/25/2016 16:50,1,1,1,A2AWNQSIRLYSGQ,35,1,1,1,,,,,5,2,6,3,4,4,4,,4,4,5,8,1,1,8,1,6,1,8,1,6,6,6,4,6,5,5,5,3,4,5,3,4,4,4,5,4,3,3,3,1,3,3,3,1,2,2,3,2,1,2,FAU 4 years,,1,"The questions dealt with whether or not individuals absorb information though visual aids and lectures,  or by reading on their own.  ",The Journey of Journalism,6,6,5,6,5,5,6,1,4,4,4,4,5,5,,5,5,5,5,5,3,3,1,1,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,1|16|6|9|3|8|15|12|7|13|10|14|2|4|5|11,26.78179932,-80.07790375,-1
R_3Okb5DWJd62S3zI,Default Response Set,Anonymous,,,188.82.83.131,0,5/25/2016 16:31,5/25/2016 16:50,1,1,1,A1UEMRNOR9OTO,42,1,1,1,,,,,6,3,5,5,4,6,3,,4,2,5,6,2,1,8,4,7,2,8,4,8,1,3,2,4,4,4,4,4,4,3,5,5,5,4,5,3,2,3,2,2,1,1,2,1,2,3,2,3,1,1,,1,,"This article was about students at a University in Tennessee, apprehending a shooter that was on campus to kill people. Thus saving the lives of many students. ",Hero students save University from mass shooting,4,4,6,6,6,6,7,1,4,6,2,5,5,5,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,12|16|1|9|3|6|5|15|14|8|2|7|11|10|13|4,41.09320068,-8.504501343,-1
R_1He0NZG2LD8cxmN,Default Response Set,Anonymous,,,70.199.227.246,0,5/25/2016 16:34,5/25/2016 16:51,1,1,1,AUCLSU5PFLHYV,28,1,1,1,,,,,5,3,6,4,5,3,3,,3,3,5,1,6,6,8,6,2,6,3,6,2,2,4,5,2,7,7,7,6,4,7,3,6,6,3,6,4,2,3,1,1,2,1,2,1,1,2,1,3,1,1,,1,,Two students rush a shooter on the university of Tennessee campus potentially preventing a much worse disaster. Three students were shot but are stable.,Heroic students divert catastrophe on campus,6,7,7,7,7,7,7,1,3,7,2,6,4,5,3,6,3,3,3,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,4|2|7|16|15|3|11|5|9|6|13|8|12|1|14|10,35.22770691,-80.84390259,-1
R_USkPiOraJspBznb,Default Response Set,Anonymous,,,108.47.225.5,0,5/25/2016 16:32,5/25/2016 16:51,1,1,1,A3215OUK1JCUHJ,63,2,1,,,,,1,4,3,5,2,4,2,3,,5,5,5,1,2,1,7,7,7,4,8,2,8,1,2,5,1,7,4,6,6,2,4,2,4,7,6,7,3,2,3,3,3,1,3,2,3,3,2,1,3,1,1,,,1,Zack Yusef and Dave Milner were arrested for a mass shooting plot at the University of Tennessee. Police believe Yusef was primarily responsible. The two spent a lot of their time playing video games. Other students thought Yusef was a bit weird and that Milner was his only friend.,UT students arrested for plotting a mass shooting on campus,5,6,7,6,4,3,4,1,3,2,4,2,3,4,3,4,4,4,4,3,3,3,3,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,4|13|2|9|8|11|3|15|6|7|10|12|5|14|16|1,34.09739685,-117.9073029,-1
R_0B8THzsnFXfp9Qd,Default Response Set,Anonymous,,,173.90.193.186,0,5/25/2016 16:41,5/25/2016 16:51,1,1,1,A25YG9M911WA3T,57,1,1,,1,,,,2,2,6,4,7,7,3,,6,5,5,4,4,1,4,4,4,4,8,1,8,4,4,4,2,5,4,6,5,6,7,7,7,7,2,7,4,1,2,3,2,2,2,1,1,1,2,1,3,1,1,,,1,Two young men were arrest for plotting a mass shooting.,Mass shooting plot thwarted by timely arrest.,4,6,5,6,3,4,5,1,2,1,6,2,2,2,3,2,8,2,1,1,1,1,1,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,5|11|9|14|8|15|2|13|12|16|6|1|10|7|3|4,40.95950317,-81.77259827,-1
R_1mV17GAMnkGGoiw,Default Response Set,Anonymous,,,24.40.175.239,0,5/25/2016 16:37,5/25/2016 16:52,1,1,1,A1X4DU8RFPRVLE,25,2,1,1,,,,,3,3,6,3,3,3,3,,2,3,5,6,6,6,7,3,6,3,6,4,3,1,1,1,1,5,6,5,5,2,1,2,2,6,5,6,5,3,3,3,3,3,2,2,2,3,2,2,3,1,1,,,1,Two University of Tennessee students were stopped from perpetrating a mass shooting on the campus.  A roommate was alert and overheard the possibility.  The two students were unpopular and had few friends.,Wary Roommate Alerts Police Preventing Mass Casuality Shooting at University of Tennessee,5,6,7,7,7,6,7,1,2,3,5,1,4,4,3,3,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,9|13|6|4|7|10|12|5|15|3|2|14|1|8|16|11,35.36250305,-81.57409668,-1
R_2afalAcEnCCwl76,Default Response Set,Anonymous,,,68.41.247.176,0,5/25/2016 16:29,5/25/2016 16:52,1,1,1,A6ZHOGZXNXH0H,50,1,1,1,,,,,4,2,4,7,5,7,3,,7,7,5,6,1,7,6,8,6,1,8,1,2,1,1,1,1,7,7,7,1,1,1,1,7,7,7,7,7,2,3,2,3,2,2,3,1,1,3,3,2,1,1,,,1,"Two young and troubled rejected men were planning a mass shooting at the campus they went to school at, however subsequent to a police raid which uncovered several dangerous high powered weapons the plan was spoiled without any violence nor injury to anyone.",Frustrated and rejected College Students Plan  Mass campus shooting.,7,7,7,7,7,7,7,1,2,4,2,2,2,2,3,4,2,2,2,2,2,2,2,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,14|9|16|5|2|12|11|1|7|6|8|15|3|13|10|4,42.42790222,-83.14360046,-1
R_rllRxeaYKGHWTCx,Default Response Set,Anonymous,,,12.179.165.178,0,5/25/2016 16:36,5/25/2016 16:52,1,1,1,A1JH50STB9BOB6,62,1,1,1,,,,,4,3,9,1,1,1,3,,1,1,5,3,1,1,6,6,8,2,8,1,8,1,1,1,7,7,7,7,7,1,1,1,1,7,7,7,7,3,2,3,2,2,1,1,1,3,2,1,3,1,1,,1,,"Yousef and Milner entered their dorm when they noticed an unknown shooter in the main hallway where he was shooting at students. Yousef and Milner attacked the shooter from behind, took away his gun and held him until the police arrived.",Students Fearlessly Attack Shooter,4,5,7,7,7,7,7,1,4,7,1,7,6,7,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,16|15|10|11|8|9|4|5|13|14|12|3|1|6|2|7,28.46380615,-80.67250061,-1
R_9SpeN3eaHRhYQSt,Default Response Set,Anonymous,,,209.118.101.4,0,5/25/2016 16:44,5/25/2016 16:53,1,1,1,AZ4MMVSAY9L3X,34,1,1,1,,,,,6,3,6,2,4,2,3,,2,4,5,8,2,1,6,2,7,3,7,1,8,4,3,3,3,4,7,7,6,3,2,2,3,6,6,7,6,2,3,2,2,3,1,2,2,2,3,2,2,1,1,,1,,"A gunmen opened fire in a dormitory area. Two students tackled the suspect and were able to subdue him until police arrived. The gunman shot three students, but all of them were in stable condition.",Two heroic students tackle and subdue gunman at University,6,5,6,6,4,5,6,1,4,4,2,7,6,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,1|14|15|11|5|13|3|9|12|10|7|6|16|4|2|8,44.93580627,-93.1631012,-1
R_8ArvDZvFLH0g9s5,Default Response Set,Anonymous,,,72.48.7.64,0,5/25/2016 16:43,5/25/2016 16:53,1,1,1,A2TVG2HLMKVMSL,34,1,1,1,,,,,4,2,5,4,4,3,3,,1,1,5,3,1,2,6,8,2,7,6,6,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,2,2,1,3,3,1,1,3,2,3,1,1,,,1,A mass shooting plot uncovered at the University of Tennessee. Two students are apparently involved in planning a mass shooting at their university. A roommate overheard the plan and called the police. The police found an arsenal of weapons that were to be used in the attack.,UT shooting prevented - Two students in custody,6,7,7,7,7,5,5,1,1,1,7,1,1,4,3,2,7,7,7,4,2,4,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,7|11|16|13|9|3|8|4|10|2|14|6|12|5|15|1,31.04499817,-97.50869751,-1
R_1MVUfz9ABdJ549f,Default Response Set,Anonymous,,,65.27.210.160,0,5/25/2016 16:41,5/25/2016 16:54,1,1,1,A1D4I1QYL9713I,57,2,1,1,,,,,2,3,4,4,4,4,3,,5,7,5,4,3,7,2,6,7,4,7,3,4,1,1,1,1,7,7,7,4,1,1,1,1,7,7,7,7,2,3,3,3,2,2,1,1,2,1,1,2,1,1,,,1,This article is about 2 college students who are ridiculed by other students and left out of social gatherings. These 2 friends then devise a plot to kill other students at their college. A roommate of Milner overhead his conversation and reported it to authorities.,Students devise a plan to shoot other students revealed.,6,7,7,7,7,7,7,1,4,1,7,1,1,1,3,1,8,1,1,2,2,2,2,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,4|9|5|2|3|10|15|14|6|7|1|11|12|16|13|8,38.88310242,-83.91670227,-1
R_ODU2h4siAHexFKh,Default Response Set,Anonymous,,,99.75.93.209,0,5/25/2016 16:37,5/25/2016 16:55,1,1,1,A9AHG2NO0NCSL,69,2,1,,,,,1,3,3,9,3,2,2,3,,2,2,5,2,1,6,3,8,8,6,8,1,6,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,3,1,1,3,1,1,2,2,2,3,1,1,,1,,Three students at the University of Tennessee tackled a shooter in the hallway who was firing at other students. Their heroic actions prevented many possible fatalities.,Heroic action at UTenn Saves Lives,5,6,4,5,5,3,5,1,4,5,1,5,4,6,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,15|11|14|8|2|1|7|13|5|6|16|12|3|9|10|4,37.8309021,-122.2196045,-1
R_2CPK5WnWBH9YdRs,Default Response Set,Anonymous,,,67.140.8.92,0,5/25/2016 16:43,5/25/2016 16:55,1,1,1,A3F4MH4QDLQMAY,45,2,1,,,,,1,1,1,5,1,2,2,3,,4,5,5,1,2,7,6,8,7,3,6,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,2,3,3,1,3,1,1,3,1,1,3,1,1,,1,,"Two young male college students were returning to their dorm after breakfast and discovered a shooter in the dorm.  The two young men made an instant decision to try to take down the shooter.  They tackled him from behind, disarmed him, and kept him contained until police arrived, preventing loss of life.  ",Heroic UT Students Prevent Shooting Massacre,6,7,7,7,7,7,7,1,5,7,1,6,6,6,3,7,4,4,4,4,4,4,4,1,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,16|6|12|14|13|11|3|7|2|5|10|4|8|9|15|1,37.1289978,-84.08329773,-1
R_3p3bYlXR3LflBda,Default Response Set,Anonymous,,,68.156.159.10,0,5/25/2016 16:47,5/25/2016 16:55,1,1,1,A1O5O3AK8G4P3Z,27,1,1,1,,,,,7,4,9,4,5,3,3,,3,4,5,6,3,2,8,4,6,2,7,2,7,4,5,6,5,3,3,6,4,5,5,6,5,5,4,5,3,1,2,3,2,3,3,1,1,3,2,2,2,1,1,,,1,Two lonely college students attempted to plan a mass murder at the University of Tennessee ,Two loners plot mass murder,6,6,7,6,6,6,6,1,1,4,6,1,2,4,3,2,2,2,2,4,2,2,2,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,4|14|5|11|9|8|2|10|1|6|13|15|12|3|16|7,37.75100708,-97.8219986,-1
R_3O6ueugANlz5vXD,Default Response Set,Anonymous,,,71.15.4.46,0,5/25/2016 16:39,5/25/2016 16:56,1,1,1,A3IOLXF97I59PA,26,2,1,,1,,1,,5,3,5,3,2,2,3,,2,6,5,6,1,3,7,6,8,1,6,6,3,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,2,3,3,2,2,3,1,1,2,1,2,3,1,1,,1,,"Although three students were injured and are now in stable condition, two college students helped to prevent further injury to other students by bravely disarming a shooter in the University of Tennessee dorms. /  / Headline: / University of Tennessee Mass Shooting Derailed by Two Bold Students",A3IOLXF97I59PA,5,6,7,7,7,7,7,1,4,7,2,5,7,7,3,6,4,4,4,3,3,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,16|12|2|15|10|13|14|1|7|4|3|5|6|9|8|11,38.70289612,-93.23680115,-1
R_1FHgGXbnQou7N9T,Default Response Set,Anonymous,,,68.57.100.92,0,5/25/2016 16:44,5/25/2016 16:56,1,1,1,A3O1FCC2657OKM,31,2,1,1,,,,,3,2,5,2,3,2,3,,2,2,5,1,6,6,7,7,6,2,6,6,3,1,1,1,1,6,6,6,1,1,1,1,1,6,6,6,6,3,3,3,2,2,3,1,1,2,3,2,3,1,1,,1,,Two university of TN students from the Nashville area stopped a shooting on campus by successfully subduing the shooter.  3 students were injured but are in stable condition,Mass shooter stopped at university Tennessee ,5,6,5,6,5,4,5,1,5,7,1,6,5,7,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,3|11|4|1|2|8|6|9|5|12|7|14|13|10|16|15,36.30220032,-82.48249817,-1
R_1K3H4EMsUQXtRcu,Default Response Set,Anonymous,,,75.110.52.158,0,5/25/2016 16:42,5/25/2016 16:58,1,1,1,A3KF3S91UNYU2B,28,2,1,1,,,,,3,3,6,4,7,5,1,,5,6,5,4,3,2,7,6,7,3,7,7,3,4,5,5,4,4,5,4,4,5,5,4,3,5,3,5,3,2,3,3,2,2,3,2,2,3,2,1,2,1,1,,,1,"The article is about two college students that were planning a campus shooting. The planned shooting was discovered when Yusef room mate heard him discussing it over the phone. The police then searched the room and found the weapons, preventing any casualties on campus.",University of Tennessee Shooting Prevented Thanks to Quick Thinking from the Potential Shooter Room Mate,4,4,5,5,3,3,3,1,1,2,2,1,2,2,3,1,4,4,4,2,1,1,1,1,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,2|12|5|3|16|14|15|6|13|1|11|10|8|9|7|4,35.68760681,-77.16609955,-1
R_We6dGUWjx1WzhRf,Default Response Set,Anonymous,,,108.131.108.37,0,5/25/2016 16:39,5/25/2016 16:59,1,1,1,A1M73QN1CZEE7T,43,2,1,,1,,,,4,3,6,6,6,6,3,,6,6,5,3,3,3,6,8,8,3,6,3,7,3,5,5,5,5,5,3,5,3,3,5,5,5,5,5,5,2,3,3,3,2,3,1,1,2,2,2,3,1,1,,,1,Two high school friends are suspected of planning an attack on the University of Tennessee. / ,From High School Friends to College Killers,7,7,7,7,7,7,7,1,2,1,7,1,1,3,3,3,8,1,1,1,1,1,1,2,6,6,6,1,1,1,FL_58,low status,hypoformative|hypocat,,,12|7|3|15|5|11|13|10|16|4|2|8|1|14|6|9,32.79870605,-89.47530365,-1
R_1qe9B8x9vmwryNk,Default Response Set,Anonymous,,,149.136.17.252,0,5/25/2016 16:37,5/25/2016 16:59,1,1,1,A1S2PCOLB0HGOA,29,1,1,1,,,,,4,2,6,4,4,4,2,,4,4,5,6,4,3,8,3,7,2,6,2,7,2,1,1,1,4,7,2,2,1,1,2,2,4,5,6,7,2,3,3,3,3,3,3,3,3,3,3,2,1,1,,1,,A college shooting resulted in minimal causalities when three college students were successful in stopping the shooter on campus from going on a rampage. The three college students were quick to act and managed to take down the assailant from behind within a college hallway restraining him until police arrived.,Everyday Heroes to the Rescue: Shooting Crisis Stopped on College Campus with Minimal Casualities,6,7,7,7,7,7,7,1,6,6,4,6,6,7,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,15|5|13|4|9|10|16|2|14|1|8|11|7|12|3|6,38.34449768,-121.4292984,-1
R_PYd8J3cjbTtMxgZ,Default Response Set,Anonymous,,,66.190.80.65,0,5/25/2016 16:51,5/25/2016 16:59,1,1,1,A1409NE6R39MQD,23,2,1,1,,,,,4,4,6,2,5,2,7,Asian/White,7,4,5,7,6,6,8,6,4,2,8,2,8,1,6,7,2,7,2,5,4,2,2,2,3,6,3,4,5,1,3,2,3,3,2,1,2,2,3,2,2,1,1,,,1,,Controversial shooting ,6,4,3,4,2,2,3,1,3,4,2,5,5,5,3,4,4,4,4,2,1,1,1,2,6,6,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,7|16|6|15|3|13|1|5|11|9|12|8|2|14|4|10,33.86329651,-84.49839783,-1
